step,style_consistency,dialogue_flow,combined_score,loss,learning_rate,epoch
1220,0.77,0.6799999999999998,0.734,,,18.48030018761726
1240,0.7741327800829876,0.6656557377049179,0.7307419631317598,,,18.78048780487805
1250,,,,9.3155,3.894234797610907e-05,18.930581613508444
1260,0.785,0.6649999999999998,0.7369999999999999,,,19.090056285178235
1280,0.7841550087192405,0.6657395355716608,0.7367888194602086,,,19.390243902439025
1300,,,,9.0214,3.472652059586559e-05,19.690431519699814
1300,0.7791470317956258,0.6707101264024996,0.7357722696383753,,,19.690431519699814
1320,0.7841509433962264,0.6632246376811592,0.7357804211101995,,,19.9906191369606
1340,0.7591509433962265,0.6682246376811594,0.7227804211101996,,,20.30018761726079
1350,,,,8.8371,3.0569642579622905e-05,20.45028142589118
1360,0.794136147038802,0.668168806848582,0.743749210962714,,,20.600375234521575
1380,0.8,0.6724999999999999,0.7489999999999999,,,20.900562851782365
1400,,,,8.697,2.651818141051833e-05,21.21013133208255
1400,0.7741470317956258,0.6707101264024996,0.7327722696383754,,,21.21013133208255
1420,0.7941432664756448,0.6706959910913138,0.7447643563219124,,,21.51031894934334
1440,0.7941470317956258,0.6632101264024994,0.7417722696383753,,,21.81050656660413
1450,,,,8.5188,2.261742617397153e-05,21.96060037523452
1460,0.7791509433962264,0.6657246376811594,0.7337804211101996,,,22.120075046904315
1480,0.7741682085786376,0.6707866582756449,0.7328155884574404,,,22.420262664165104
1500,,,,8.2758,1.8910981295579903e-05,22.72045028142589
1500,0.7941509433962264,0.6707246376811594,0.7447804211101996,,,22.72045028142589
1520,0.769136147038802,0.678168806848582,0.7327492109627141,,,23.03001876172608
1540,0.7941432664756448,0.6681959910913139,0.7437643563219125,,,23.330206378986865
1550,,,,8.1364,1.5440279110911932e-05,23.48030018761726
1560,0.7741396404259032,0.6781822213125938,0.7357566727805794,,,23.630393996247655
1580,0.765,0.6724999999999999,0.728,,,23.930581613508444
1600,,,,8.0884,1.2244116715915638e-05,24.24015009380863
1600,0.7741550087192405,0.6757395355716608,0.7347888194602086,,,24.24015009380863
1620,0.7791682085786376,0.6682866582756449,0.7348155884574405,,,24.54033771106942
1640,0.7741550087192405,0.6757395355716608,0.7347888194602086,,,24.840525328330205
1650,,,,7.9491,9.358222275240884e-06,24.9906191369606
1660,0.7641550087192406,0.6757395355716608,0.7287888194602087,,,25.150093808630395
1680,0.7741470317956258,0.6757101264024996,0.7347722696383754,,,25.45028142589118
1700,,,,7.8186,6.8148556364785586e-06,25.75046904315197
1700,0.7741509433962264,0.6757246376811594,0.7347804211101996,,,25.75046904315197
1720,0.7741509433962264,0.6682246376811594,0.7317804211101996,,,26.06003752345216
1740,0.7791327800829876,0.6706557377049179,0.7357419631317597,,,26.360225140712945
1750,,,,7.8058,4.642447714833993e-06,26.51031894934334
1760,0.7691432664756448,0.6731959910913139,0.7307643563219124,,,26.660412757973734
1780,0.7841509433962264,0.6707246376811594,0.7387804211101996,,,26.96060037523452
1800,,,,7.6738,2.8652826793570975e-06,27.27016885553471
1800,0.7791432664756448,0.6731959910913139,0.7367643563219124,,,27.27016885553471
1820,0.774136147038802,0.673168806848582,0.733749210962714,,,27.570356472795496
1840,0.779136147038802,0.673168806848582,0.7367492109627141,,,27.870544090056285
1850,,,,7.7037,1.5032264933971807e-06,28.03001876172608
1860,0.7791432664756448,0.6756959910913138,0.7377643563219125,,,28.180112570356474
1880,0.7741432664756448,0.6756959910913138,0.7347643563219124,,,28.48030018761726
1900,,,,7.6316,5.71504843781181e-07,28.78048780487805
1900,0.7841509433962264,0.6757246376811594,0.7407804211101996,,,28.78048780487805
1920,0.7791509433962264,0.6757246376811594,0.7377804211101996,,,29.090056285178235
1940,0.7891509433962264,0.6732246376811594,0.7427804211101996,,,29.390243902439025
1950,,,,7.6458,8.053294112462696e-08,29.54033771106942
1960,0.7841509433962264,0.6757246376811594,0.7407804211101996,,,29.690431519699814
1980,0.7841509433962264,0.6757246376811594,0.7407804211101996,,,29.9906191369606
1980,,,,,,29.9906191369606
