step,style_consistency,dialogue_flow,combined_score,loss,learning_rate,epoch
1550,,,,8.8957,1.5440279110911932e-05,23.48030018761726
1560,0.725,0.6574999999999999,0.698,,,23.630393996247655
1580,0.732,0.6649999999999998,0.7051999999999999,,,23.930581613508444
1600,,,,8.79,1.2244116715915638e-05,24.24015009380863
1600,0.727,0.6674999999999999,0.7031999999999999,,,24.24015009380863
1620,0.732,0.6649999999999998,0.7051999999999999,,,24.54033771106942
1640,0.7090000000000001,0.6599999999999998,0.6894,,,24.840525328330205
1650,,,,8.6674,9.358222275240884e-06,24.9906191369606
1660,0.7164559902200489,0.6649888003982078,0.6958691142913125,,,25.150093808630395
1680,0.73,0.6649999999999998,0.704,,,25.45028142589118
1700,,,,8.4978,6.8148556364785586e-06,25.75046904315197
1700,0.727,0.6674999999999999,0.7031999999999999,,,25.75046904315197
1720,0.7190000000000001,0.6699999999999998,0.6994,,,26.06003752345216
1740,0.7120000000000001,0.6674999999999999,0.6941999999999999,,,26.360225140712945
1750,,,,8.495,4.642447714833993e-06,26.51031894934334
1760,0.732,0.6674999999999999,0.7061999999999999,,,26.660412757973734
1780,0.727,0.6599999999999998,0.7001999999999999,,,26.96060037523452
1800,,,,8.3522,2.8652826793570975e-06,27.27016885553471
1800,0.722,0.6649999999999998,0.6991999999999999,,,27.27016885553471
1820,0.7170000000000001,0.6674999999999999,0.6972,,,27.570356472795496
1840,0.722,0.6649999999999998,0.6991999999999999,,,27.870544090056285
1850,,,,8.391,1.5032264933971807e-06,28.03001876172608
1860,0.7170000000000001,0.6624999999999999,0.6952,,,28.180112570356474
1880,0.722,0.6624999999999999,0.6981999999999999,,,28.48030018761726
1900,,,,8.3007,5.71504843781181e-07,28.78048780487805
1900,0.722,0.6674999999999999,0.7001999999999999,,,28.78048780487805
1920,0.722,0.6649999999999998,0.6991999999999999,,,29.090056285178235
1940,0.722,0.6624999999999999,0.6981999999999999,,,29.390243902439025
1950,,,,8.3374,8.053294112462696e-08,29.54033771106942
1960,0.722,0.6624999999999999,0.6981999999999999,,,29.690431519699814
1980,0.722,0.6624999999999999,0.6981999999999999,,,29.9906191369606
1980,,,,,,29.9906191369606
