step,style_consistency,dialogue_flow,combined_score,loss,learning_rate,epoch
1400,0.7908298969072165,0.6537422360248446,0.7359948325542678,,,21.21013133208255
1420,0.802,0.6549999999999998,0.7432,,,21.51031894934334
1440,0.7908557136505113,0.6637990387113536,0.7400330436748482,,,21.81050656660413
1450,,,,1.1007,2.261742617397153e-05,21.96060037523452
1460,0.7857958579881656,0.6561617100371745,0.7339421988077692,,,22.120075046904315
1480,0.8007856122813282,0.6536361054305838,0.7419258095410304,,,22.420262664165104
1500,,,,1.0934,1.8910981295579903e-05,22.72045028142589
1500,0.7758424657534246,0.6537703252032518,0.7270136095333555,,,22.72045028142589
1520,0.8,0.6524999999999999,0.7409999999999999,,,23.03001876172608
1540,0.7658066308930626,0.6561879306248514,0.7219591507857781,,,23.330206378986865
1550,,,,1.0688,1.5440279110911932e-05,23.48030018761726
1560,0.7708179650238474,0.6587147716229347,0.7259766876634823,,,23.630393996247655
1580,0.7908557136505113,0.6612990387113535,0.7390330436748482,,,23.930581613508444
1600,,,,1.0698,1.2244116715915638e-05,24.24015009380863
1600,0.7858557136505113,0.6612990387113535,0.7360330436748482,,,24.24015009380863
1620,0.8107958579881657,0.6511617100371745,0.7469421988077691,,,24.54033771106942
1640,0.7758696857670979,0.6588283740701381,0.729053161088314,,,24.840525328330205
1650,,,,1.0269,9.358222275240884e-06,24.9906191369606
1660,0.7708179650238474,0.6562147716229347,0.7249766876634823,,,25.150093808630395
1680,0.7807856122813281,0.6536361054305838,0.7299258095410304,,,25.45028142589118
1700,,,,1.0292,6.8148556364785586e-06,25.75046904315197
1700,0.7607958579881656,0.6586617100371746,0.7199421988077692,,,25.75046904315197
1720,0.76,0.6599999999999998,0.72,,,26.06003752345216
1740,0.7557577319587628,0.6560629251700679,0.7158798092432849,,,26.360225140712945
1750,,,,1.0224,4.642447714833993e-06,26.51031894934334
1760,0.7757577319587629,0.658562925170068,0.7288798092432849,,,26.660412757973734
1780,0.7707577319587628,0.6610629251700679,0.7268798092432849,,,26.96060037523452
1800,,,,1.0164,2.8652826793570975e-06,27.27016885553471
1800,0.7557856122813281,0.6586361054305838,0.7169258095410304,,,27.27016885553471
1820,0.7608066308930626,0.6586879306248514,0.7199591507857781,,,27.570356472795496
1840,0.7607958579881656,0.6561617100371747,0.7189421988077692,,,27.870544090056285
1850,,,,1.0191,1.5032264933971807e-06,28.03001876172608
1860,0.7607665778073975,0.6535867202782002,0.7178946347957186,,,28.180112570356474
1880,0.7607665778073975,0.6560867202782004,0.7188946347957187,,,28.48030018761726
1900,,,,0.9879,5.71504843781181e-07,28.78048780487805
1900,0.7607665778073975,0.6560867202782004,0.7188946347957187,,,28.78048780487805
1920,0.7607665778073975,0.6560867202782004,0.7188946347957187,,,29.090056285178235
1940,0.7607665778073975,0.6560867202782004,0.7188946347957187,,,29.390243902439025
1950,,,,1.0019,8.053294112462696e-08,29.54033771106942
1960,0.7607665778073975,0.6560867202782004,0.7188946347957187,,,29.690431519699814
1980,0.7607665778073975,0.6560867202782004,0.7188946347957187,,,29.9906191369606
1980,,,,,,29.9906191369606
